fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,373,31.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,374,31.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,375,31.9
0,S001_2026-06-01_toshiba_normal_22C_a,normal,376,32.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,377,32.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,378,32.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,379,32.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,380,32.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,381,32.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,382,32.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,383,33.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,384,33.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,385,33.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,386,33.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,387,33.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,388,33.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,389,33.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,390,33.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,391,34.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,392,34.1
0,S001_2026-06-01_toshiba_normal_22C_a,normal,393,34.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,394,34.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,395,34.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,396,34.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,397,34.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,398,34.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,399,34.9
0,S001_2026-06-01_toshiba_normal_22C_a,normal,400,35.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,401,35.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,402,35.3
0,S001_2026-06-01_toshiba_normal_22C_a,normal,403,35.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,404,35.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,405,35.6
0,S001_2026-06-01_toshiba_normal_22C_a,normal,406,35.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,407,35.8
